fixture_id,date,referee,home_team,away_team,home_goals,away_goals,home_corners,away_corners,total_corners,home_cards,away_cards,total_cards
1206036,2024-07-21 03:05:00+00:00,J. Lopez,Cruz Azul,Toluca,1,1,10,3,13,2,2,4
1206037,2024-07-21 23:00:00+00:00,V. Arce,U.N.A.M. - Pumas,CF Pachuca,2,0,4,6,10,5,5,10
1206038,2024-07-22 01:05:00+00:00,L. García,Leon,Necaxa,1,1,4,4,8,2,1,3
1206140,2024-08-17 01:00:00+00:00,S. Pérez Villalobos,Puebla,Monterrey,1,2,6,3,9,2,3,5
1206074,2024-08-19 00:05:00+00:00,M. Quintero,Club Tijuana,Santos Laguna,3,1,1,3,4,1,5,6
1206115,2024-08-19 02:00:00+00:00,J. Lopez,Atletico San Luis,Club Queretaro,4,0,4,5,9,2,8,10
1206039,2024-08-24 01:00:00+00:00,G. Pacheco,Club Queretaro,Cruz Azul,0,2,1,6,7,0,4,4
1206040,2024-08-24 02:00:00+00:00,M. Ortíz,Mazatlán,CF Pachuca,3,0,8,0,8,1,7,8
1206041,2024-08-24 03:05:00+00:00,C. Ramos,Club Tijuana,Monterrey,2,2,3,2,5,1,2,3
1206042,2024-08-24 23:00:00+00:00,M. Molina,Necaxa,FC Juarez,3,0,5,3,8,1,4,5
1206043,2024-08-25 01:00:00+00:00,A. Escobedo,Leon,Santos Laguna,1,1,5,5,10,3,2,5
1206044,2024-08-25 01:00:00+00:00,F. Hernández,Atlas,U.N.A.M. - Pumas,2,1,4,5,9,5,3,8
1206045,2024-08-25 01:00:00+00:00,D. Quintero,Tigres UANL,Guadalajara Chivas,1,1,4,3,7,3,2,5
1206046,2024-08-25 03:05:00+00:00,L. Santander,Club America,Puebla,0,1,7,3,10,0,1,1
1206047,2024-08-25 18:00:00+00:00,K. Garcia,Toluca,Atletico San Luis,2,1,2,4,6,4,2,6
1206048,2024-08-31 01:00:00+00:00,J. Camacho,Atletico San Luis,Atlas,2,1,3,0,3,1,2,3
1206049,2024-08-31 02:00:00+00:00,I. Lopez,Mazatlán,Puebla,1,1,14,1,15,1,8,9
1206050,2024-08-31 03:05:00+00:00,V. Cáceres,Club Tijuana,Leon,2,1,7,3,10,3,5,8
1206051,2024-08-31 23:00:00+00:00,I. López,CF Pachuca,Club Queretaro,1,1,10,1,11,2,8,10
1206052,2024-08-31 23:05:00+00:00,A. Escobedo,Guadalajara Chivas,FC Juarez,5,0,6,6,12,1,6,7
1206053,2024-09-01 01:00:00+00:00,F. Guerrero,Monterrey,Toluca,1,2,3,1,4,2,3,5
1206054,2024-09-01 03:10:00+00:00,C. Ramos,Cruz Azul,Club America,4,1,5,5,10,3,3,6
1206055,2024-09-01 23:00:00+00:00,Ó. Mejía,U.N.A.M. - Pumas,Tigres UANL,1,3,5,5,10,3,4,7
1206056,2024-09-02 01:05:00+00:00,G. Pacheco,Santos Laguna,Necaxa,3,2,7,6,13,2,0,2
1206057,2024-09-14 00:00:00+00:00,V. Arce,Puebla,Club Queretaro,2,1,3,3,6,2,0,2
1206058,2024-09-14 01:00:00+00:00,L. Santander,Atlas,CF Pachuca,2,0,5,7,12,3,5,8
1206059,2024-09-14 02:10:00+00:00,F. Hernández,FC Juarez,Mazatlán,1,0,4,14,18,5,4,9
1206060,2024-09-14 02:10:00+00:00,M. Molina,Tigres UANL,Atletico San Luis,1,0,3,3,6,4,0,4
1206061,2024-09-14 03:00:00+00:00,K. Garcia,Necaxa,U.N.A.M. - Pumas,2,0,3,4,7,3,3,6
1206062,2024-09-14 22:45:00+00:00,I. Lopez,Toluca,Club Tijuana,4,0,9,4,13,1,1,2
1206063,2024-09-15 00:50:00+00:00,V. Cáceres,Club America,Guadalajara Chivas,1,0,4,8,12,4,2,6
1206064,2024-09-15 02:35:00+00:00,M. Quintero,Leon,Cruz Azul,1,2,5,5,10,2,3,5
1206065,2024-09-15 03:00:00+00:00,E. Miranda,Santos Laguna,Monterrey,0,2,9,5,14,1,2,3
1206066,2024-09-18 01:00:00+00:00,Ó. Mejía,Atletico San Luis,Cruz Azul,3,1,4,3,7,1,2,3
1206067,2024-09-18 01:00:00+00:00,J. Lopez,CF Pachuca,Toluca,2,2,6,8,14,4,5,9
1206068,2024-09-18 03:05:00+00:00,I. López,U.N.A.M. - Pumas,Puebla,1,0,7,4,11,0,4,4
1206069,2024-09-18 03:00:00+00:00,F. Guerrero,Club Queretaro,Tigres UANL,1,0,3,14,17,1,1,2
1206070,2024-09-18 01:00:00+00:00,A. Escobedo,Club America,Atlas,3,0,4,0,4,3,5,8
1206071,2024-09-19 01:05:00+00:00,G. Pacheco,Guadalajara Chivas,Leon,2,0,4,5,9,2,3,5
1206072,2024-09-19 02:00:00+00:00,D. Quintero,Mazatlán,Necaxa,0,0,9,4,13,2,2,4
1206073,2024-09-19 03:00:00+00:00,S. Pérez Villalobos,Monterrey,FC Juarez,3,2,3,6,9,4,5,9
1206075,2024-09-21 01:00:00+00:00,J. Lopez,Atlas,Club Queretaro,0,1,10,3,13,1,3,4
1206076,2024-09-21 01:00:00+00:00,M. Quintero,Puebla,CF Pachuca,2,3,5,6,11,1,1,2
1206077,2024-09-21 23:00:00+00:00,L. García,Leon,Atletico San Luis,1,0,8,3,11,2,1,3
1206078,2024-09-22 01:00:00+00:00,Ó. Mejía,Necaxa,Club America,1,1,3,6,9,4,1,5
1206079,2024-09-22 01:00:00+00:00,I. Lopez,Monterrey,Mazatlán,0,0,2,12,14,4,3,7
1206080,2024-09-22 03:05:00+00:00,D. Quintero,Cruz Azul,Guadalajara Chivas,1,0,8,8,16,1,1,2
1206081,2024-09-22 23:00:00+00:00,L. Santander,U.N.A.M. - Pumas,Club Tijuana,1,0,5,2,7,1,2,3
1206082,2024-09-23 01:10:00+00:00,V. Cáceres,FC Juarez,Tigres UANL,0,1,0,4,4,2,3,5
1206083,2024-09-23 01:05:00+00:00,I. López,Santos Laguna,Toluca,2,0,4,13,17,4,2,6
1206084,2024-09-28 00:00:00+00:00,Ó. Mejía,Puebla,FC Juarez,2,3,9,8,17,4,2,6
1206085,2024-09-28 01:00:00+00:00,J. Camacho,Club Queretaro,Necaxa,0,0,7,9,16,3,2,5
1206086,2024-09-28 02:00:00+00:00,D. Quintero,Tigres UANL,Leon,2,2,9,2,11,3,4,7
1206087,2024-09-28 03:05:00+00:00,V. Cáceres,Club Tijuana,Mazatlán,1,0,3,7,10,1,1,2
1206088,2024-09-28 23:00:00+00:00,M. Terrazas,Toluca,Atlas,4,1,1,2,3,2,1,3
1206089,2024-09-29 01:05:00+00:00,A. Escobedo,CF Pachuca,Cruz Azul,2,4,3,3,6,6,3,9
1206090,2024-09-29 03:05:00+00:00,J. Lopez,Guadalajara Chivas,Monterrey,1,1,8,1,9,2,5,7
1206091,2024-09-29 03:10:00+00:00,M. Quintero,Atletico San Luis,Santos Laguna,3,1,3,2,5,1,2,3
1206092,2024-09-30 00:00:00+00:00,F. Hernández,Club America,U.N.A.M. - Pumas,0,1,4,3,7,3,3,6
1206093,2024-10-05 02:00:00+00:00,Ó. Mejía,Mazatlán,Club Queretaro,2,2,4,7,11,2,2,4
1206094,2024-10-05 03:00:00+00:00,I. López,Club Tijuana,CF Pachuca,2,1,3,4,7,4,4,8
1206095,2024-10-05 23:00:00+00:00,V. Arce,Tigres UANL,Puebla,1,0,4,3,7,1,2,3
1206096,2024-10-05 23:00:00+00:00,V. Cáceres,Atletico San Luis,Monterrey,1,0,6,7,13,3,0,3
1206100,2024-10-05 23:00:00+00:00,G. Pacheco,Cruz Azul,Necaxa,3,0,6,4,10,0,0,0
1206097,2024-10-06 01:05:00+00:00,F. Hernández,Guadalajara Chivas,Atlas,2,3,8,6,14,3,3,6
1206098,2024-10-06 03:00:00+00:00,C. Ramos,Leon,Club America,1,1,4,4,8,3,6,9
1206099,2024-10-06 01:00:00+00:00,A. Escobedo,Toluca,U.N.A.M. - Pumas,1,1,5,5,10,3,1,4
1206101,2024-10-07 02:05:00+00:00,I. Lopez,Santos Laguna,FC Juarez,0,2,6,8,14,3,4,7
1206102,2024-10-19 01:00:00+00:00,D. Quintero,Atlas,Mazatlán,0,0,5,6,11,2,3,5
1206103,2024-10-19 01:00:00+00:00,M. Quintero,Club Queretaro,Toluca,0,1,8,4,12,2,1,3
1206104,2024-10-19 03:00:00+00:00,A. Escobedo,Necaxa,Club Tijuana,1,2,9,0,9,3,2,5
1206105,2024-10-19 03:05:00+00:00,M. Terrazas,Puebla,Cruz Azul,1,2,1,9,10,1,3,4
1206106,2024-10-19 23:00:00+00:00,C. Ramos,CF Pachuca,Guadalajara Chivas,0,2,14,6,20,2,3,5
1206107,2024-10-20 01:06:00+00:00,V. Cáceres,FC Juarez,Leon,2,3,10,4,14,0,0,0
1206108,2024-10-20 01:05:00+00:00,J. Lopez,Club America,Santos Laguna,3,0,8,2,10,1,5,6
1206109,2024-10-20 03:10:00+00:00,Ó. Mejía,Monterrey,Tigres UANL,4,2,4,4,8,1,0,1
1206110,2024-10-20 18:00:00+00:00,G. Pacheco,U.N.A.M. - Pumas,Atletico San Luis,3,0,7,3,10,3,1,4
1206111,2024-10-23 01:05:00+00:00,V. Cáceres,Guadalajara Chivas,Necaxa,3,2,8,2,10,1,0,1
1206112,2024-10-23 01:00:00+00:00,D. Quintero,Santos Laguna,CF Pachuca,1,1,5,8,13,4,3,7
1206113,2024-10-23 03:06:00+00:00,C. Ramos,Mazatlán,Tigres UANL,2,0,4,10,14,4,0,4
1206114,2024-10-23 03:05:00+00:00,J. Camacho,Toluca,Puebla,5,0,5,3,8,2,0,2
1206116,2024-10-24 01:00:00+00:00,V. Arce,Cruz Azul,FC Juarez,4,0,5,0,5,1,1,2
1206117,2024-10-24 01:00:00+00:00,A. Escobedo,Monterrey,U.N.A.M. - Pumas,0,0,4,2,6,0,0,0
1206118,2024-10-24 03:00:00+00:00,Ó. Mejía,Leon,Atlas,0,0,8,8,16,0,0,0
1206119,2024-10-24 03:05:00+00:00,F. Hernández,Club Tijuana,Club America,2,2,5,3,8,0,3,3
1206120,2024-10-26 01:00:00+00:00,J. Camacho,Santos Laguna,Mazatlán,0,0,1,7,8,2,1,3
1206121,2024-10-26 03:00:00+00:00,I. Lopez,Puebla,Guadalajara Chivas,1,0,3,7,10,1,0,1
1206122,2024-10-26 23:00:00+00:00,A. Escobedo,Leon,Club Queretaro,4,0,3,4,7,2,0,2
1206123,2024-10-27 01:00:00+00:00,C. Ramos,U.N.A.M. - Pumas,Cruz Azul,0,2,2,7,9,2,2,4
1206124,2024-10-27 03:00:00+00:00,V. Cáceres,Tigres UANL,CF Pachuca,2,1,2,7,9,5,2,7
1206125,2024-10-27 03:05:00+00:00,K. Garcia,Atlas,Club Tijuana,0,0,5,8,13,1,0,1
1206126,2024-10-28 00:00:00+00:00,F. Guerrero,Necaxa,Toluca,1,3,13,3,16,1,0,1
1206127,2024-10-28 00:06:00+00:00,M. Ortíz,FC Juarez,Atletico San Luis,2,4,4,3,7,1,1,2
1206128,2024-10-28 02:05:00+00:00,D. Quintero,Club America,Monterrey,2,1,6,6,12,1,3,4
1206129,2024-11-02 01:00:00+00:00,C. Ramos,Club Queretaro,FC Juarez,1,2,7,5,12,4,5,9
1206130,2024-11-02 03:00:00+00:00,A. Escobedo,Mazatlán,Club America,0,5,7,3,10,1,0,1
1206131,2024-11-02 03:05:00+00:00,F. Guerrero,Club Tijuana,Tigres UANL,0,3,10,6,16,1,3,4
1206132,2024-11-02 23:00:00+00:00,Ó. Mejía,Atletico San Luis,Puebla,2,0,8,7,15,3,2,5
1206133,2024-11-02 23:00:00+00:00,G. Pacheco,Toluca,Leon,2,2,4,6,10,7,2,9
1206134,2024-11-03 01:05:00+00:00,M. Ortíz,Guadalajara Chivas,U.N.A.M. - Pumas,0,0,5,4,9,0,0,0
1206135,2024-11-03 01:05:00+00:00,F. Hernández,Monterrey,Atlas,4,0,6,5,11,2,2,4
1206136,2024-11-03 03:06:00+00:00,I. Lopez,CF Pachuca,Necaxa,6,2,3,5,8,1,2,3
1206137,2024-11-03 03:10:00+00:00,K. Hernández,Cruz Azul,Santos Laguna,2,0,7,2,9,1,4,5
1206138,2024-11-06 01:00:00+00:00,F. Hernández,Leon,Mazatlán,0,0,6,4,10,2,3,5
1206139,2024-11-06 03:05:00+00:00,D. Quintero,U.N.A.M. - Pumas,Club Queretaro,2,0,8,1,9,1,5,6
1206141,2024-11-06 01:00:00+00:00,I. López,Santos Laguna,Guadalajara Chivas,0,2,7,4,11,4,2,6
1206142,2024-11-07 01:00:00+00:00,M. Ortíz,Tigres UANL,Toluca,2,1,6,3,9,0,1,1
1206143,2024-11-07 01:00:00+00:00,J. Lopez,Necaxa,Atletico San Luis,1,1,2,5,7,2,2,4
1206144,2024-11-07 01:00:00+00:00,F. Guerrero,Club America,CF Pachuca,2,1,4,4,8,1,3,4
1206145,2024-11-07 03:06:00+00:00,Ó. Mejía,FC Juarez,Club Tijuana,1,1,5,3,8,1,1,2
1206146,2024-11-07 03:05:00+00:00,V. Cáceres,Atlas,Cruz Azul,2,2,8,5,13,2,2,4
1206147,2024-11-09 01:00:00+00:00,Ó. Macías,Club Queretaro,Santos Laguna,3,2,6,7,13,4,4,8
1206148,2024-11-09 03:00:00+00:00,E. Miranda,Mazatlán,U.N.A.M. - Pumas,0,1,4,6,10,1,3,4
1206149,2024-11-09 23:05:00+00:00,D. Quintero,Guadalajara Chivas,Atletico San Luis,0,1,6,3,9,2,4,6
1206150,2024-11-10 01:00:00+00:00,J. Camacho,CF Pachuca,FC Juarez,0,1,6,6,12,2,2,4
1206151,2024-11-10 01:00:00+00:00,V. Cáceres,Toluca,Club America,4,0,4,5,9,1,0,1
1206152,2024-11-10 03:05:00+00:00,A. Escobedo,Cruz Azul,Tigres UANL,1,1,4,1,5,3,1,4
1206153,2024-11-10 23:00:00+00:00,M. Ortíz,Necaxa,Atlas,0,0,4,7,11,2,1,3
1206154,2024-11-11 01:05:00+00:00,C. Ramos,Monterrey,Leon,2,1,7,8,15,4,7,11
1206155,2024-11-11 03:10:00+00:00,I. Lopez,Club Tijuana,Puebla,2,1,14,2,16,4,9,13
1315388,2024-11-22 01:05:00+00:00,C. Ramos,Guadalajara Chivas,Atlas,1,2,2,4,6,7,6,13
1316504,2024-11-25 03:00:00+00:00,V. Cáceres,Club Tijuana,Atlas,3,0,6,3,9,1,1,2
1316502,2024-11-28 01:00:00+00:00,Ó. Mejía,Club America,Toluca,2,0,4,2,6,0,1,1
1316646,2024-11-28 03:10:00+00:00,F. Hernández,Club Tijuana,Cruz Azul,3,0,7,3,10,0,2,2
1315383,2024-11-29 01:00:00+00:00,J. Lopez,Atletico San Luis,Tigres UANL,3,0,2,11,13,0,2,2
1315385,2024-11-29 03:10:00+00:00,D. Quintero,Monterrey,U.N.A.M. - Pumas,1,0,4,2,6,2,5,7
1316503,2024-11-30 23:00:00+00:00,C. Ramos,Toluca,Club America,0,2,4,2,6,4,2,6
1315386,2024-12-01 18:00:00+00:00,M. Ortíz,U.N.A.M. - Pumas,Monterrey,3,5,8,3,11,4,3,7
1316647,2024-12-01 01:10:00+00:00,V. Cáceres,Cruz Azul,Club Tijuana,3,0,10,2,12,1,1,2
1315384,2024-12-02 01:00:00+00:00,A. Escobedo,Tigres UANL,Atletico San Luis,0,0,6,1,7,1,2,3
1318623,2024-12-05 03:00:00+00:00,F. Hernández,Atletico San Luis,Monterrey,2,1,5,3,8,0,0,0
1318625,2024-12-06 02:00:00+00:00,Ó. Mejía,Club America,Cruz Azul,0,0,6,7,13,0,1,1
1318624,2024-12-08 02:00:00+00:00,M. Ortíz,Monterrey,Atletico San Luis,5,1,9,2,11,0,2,2
1318626,2024-12-09 01:00:00+00:00,A. Escobedo,Cruz Azul,Club America,3,4,6,1,7,6,5,11
1320866,2024-12-13 02:00:00+00:00,V. Cáceres,Club America,Monterrey,2,1,8,5,13,2,1,3
1320867,2024-12-16 01:00:00+00:00,C. Ramos,Monterrey,Club America,1,1,8,5,13,1,1,2
1323483,2025-01-11 01:00:00+00:00,J. Lopez,Club Queretaro,Club America,0,1,1,6,7,4,1,5
1323484,2025-01-11 03:05:00+00:00,J. Camacho,Club Tijuana,Toluca,2,4,2,5,7,1,3,4
1323485,2025-01-11 03:00:00+00:00,F. Hernández,Mazatlán,FC Juarez,1,1,6,6,12,4,1,5
1323486,2025-01-11 23:00:00+00:00,G. Pacheco,Atletico San Luis,Tigres UANL,1,3,6,5,11,2,1,3
1323488,2025-01-12 01:05:00+00:00,D. Quintero,Guadalajara Chivas,Santos Laguna,1,0,5,4,9,1,4,5
1323489,2025-01-12 03:05:00+00:00,M. Quintero,Cruz Azul,Atlas,1,1,8,4,12,1,1,2
1323786,2025-01-12 18:00:00+00:00,I. Lopez,U.N.A.M. - Pumas,Necaxa,2,1,6,2,8,3,0,3
1323487,2025-01-13 01:00:00+00:00,L. García,Monterrey,Puebla,1,1,10,1,11,0,3,3
1323491,2025-01-17 02:10:00+00:00,K. Garcia,Club America,Club Tijuana,1,1,6,0,6,1,3,4
1323492,2025-01-18 01:00:00+00:00,A. Quirarte,Puebla,Atletico San Luis,1,2,3,4,7,2,2,4
1323493,2025-01-18 01:00:00+00:00,Ó. Mejía,Tigres UANL,Mazatlán,2,1,6,5,11,3,6,9
1323494,2025-01-18 03:05:00+00:00,S. Pérez Villalobos,Necaxa,Guadalajara Chivas,3,2,5,6,11,4,3,7
1323496,2025-01-18 23:00:00+00:00,I. López,FC Juarez,Cruz Azul,1,0,0,6,6,4,3,7
1323495,2025-01-19 01:00:00+00:00,F. Guerrero,Toluca,Monterrey,1,1,5,6,11,1,1,2
1323497,2025-01-19 03:00:00+00:00,C. Ramos,Atlas,Leon,1,2,10,4,14,1,1,2
1323787,2025-01-19 23:00:00+00:00,A. Escobedo,Club Queretaro,U.N.A.M. - Pumas,3,2,1,6,7,7,2,9
1323498,2025-01-21 01:00:00+00:00,V. Arce,CF Pachuca,Santos Laguna,2,1,6,4,10,2,4,6
1323499,2025-01-25 01:00:00+00:00,V. Cáceres,Atletico San Luis,Necaxa,0,3,4,5,9,0,0,0
1323500,2025-01-25 03:00:00+00:00,K. Hernández,Club Tijuana,Club Queretaro,2,1,9,5,14,2,4,6
1323501,2025-01-25 03:00:00+00:00,A. Escobedo,Mazatlán,Toluca,2,1,2,3,5,1,4,5
1323502,2025-01-25 23:00:00+00:00,M. Terrazas,Leon,FC Juarez,1,0,9,6,15,1,3,4
1323503,2025-01-25 23:00:00+00:00,J. Camacho,Cruz Azul,Puebla,1,1,4,1,5,3,2,5
1323504,2025-01-26 03:10:00+00:00,G. Pacheco,Monterrey,CF Pachuca,2,3,13,1,14,0,1,1
1323505,2025-01-26 01:05:00+00:00,J. Lopez,Guadalajara Chivas,Tigres UANL,1,1,6,5,11,1,0,1
1323506,2025-01-26 01:05:00+00:00,F. Hernández,Santos Laguna,Club America,1,4,7,4,11,3,1,4
1323507,2025-01-26 18:00:00+00:00,M. Molina,U.N.A.M. - Pumas,Atlas,0,0,6,0,6,4,1,5
1323508,2025-01-29 01:00:00+00:00,J. Camacho,Club America,Atletico San Luis,3,0,3,4,7,0,1,1
1323509,2025-01-29 01:00:00+00:00,D. Quintero,Puebla,Mazatlán,0,1,10,0,10,1,6,7
1323510,2025-01-29 03:00:00+00:00,Ó. Mejía,Leon,Guadalajara Chivas,2,1,3,5,8,1,2,3
1323511,2025-01-29 03:05:00+00:00,L. García,Necaxa,Cruz Azul,1,3,2,6,8,0,3,3
1323512,2025-01-29 03:00:00+00:00,I. López,Tigres UANL,Club Tijuana,4,0,7,3,10,1,4,5
1323513,2025-01-30 01:00:00+00:00,M. Quintero,Atlas,Monterrey,3,3,3,6,9,1,3,4
1323514,2025-01-30 01:00:00+00:00,S. Pérez Villalobos,Club Queretaro,CF Pachuca,0,1,5,8,13,2,2,4
1323515,2025-01-30 03:05:00+00:00,Ó. Macías,U.N.A.M. - Pumas,Toluca,1,1,4,5,9,4,1,5
1323516,2025-01-30 03:00:00+00:00,A. Quirarte,FC Juarez,Santos Laguna,1,0,7,3,10,1,2,3
1323517,2025-02-01 01:00:00+00:00,L. Santander,Mazatlán,Leon,1,2,5,2,7,5,4,9
1323518,2025-02-01 03:05:00+00:00,M. Terrazas,Club Tijuana,Cruz Azul,2,3,3,5,8,2,5,7
1323519,2025-02-01 23:00:00+00:00,C. Ramos,Club America,FC Juarez,4,0,2,5,7,0,1,1
1323520,2025-02-01 23:05:00+00:00,I. Lopez,Guadalajara Chivas,Club Queretaro,1,1,6,6,12,8,4,12
1323521,2025-02-02 01:00:00+00:00,J. Lopez,CF Pachuca,Atlas,0,0,6,2,8,2,4,6
1323522,2025-02-02 01:05:00+00:00,M. Ortíz,Monterrey,Necaxa,1,0,5,11,16,2,3,5
1323523,2025-02-02 03:15:00+00:00,F. Hernández,Toluca,Tigres UANL,1,0,3,7,10,3,4,7
1323524,2025-02-02 23:00:00+00:00,V. Cáceres,Santos Laguna,Puebla,0,2,3,4,7,0,3,3
1323525,2025-02-03 01:00:00+00:00,D. Quintero,Atletico San Luis,U.N.A.M. - Pumas,2,3,6,1,7,3,5,8
1323490,2025-02-06 03:10:00+00:00,A. Escobedo,CF Pachuca,Leon,1,2,9,3,12,6,3,9
1323526,2025-02-08 01:00:00+00:00,V. Arce,Club Queretaro,Atletico San Luis,1,0,5,3,8,1,2,3
1323527,2025-02-08 03:00:00+00:00,I. Lopez,Puebla,Club America,1,2,3,10,13,8,2,10
1323528,2025-02-08 01:00:00+00:00,D. Quintero,Necaxa,Santos Laguna,3,2,8,6,14,1,1,2
1323529,2025-02-09 01:00:00+00:00,M. Ortíz,Leon,Toluca,3,3,1,5,6,3,2,5
1323530,2025-02-09 01:00:00+00:00,A. Escobedo,Tigres UANL,Atlas,2,1,4,3,7,2,3,5
1323531,2025-02-09 03:00:00+00:00,L. Santander,FC Juarez,Monterrey,2,1,5,3,8,5,3,8
1323532,2025-02-09 03:05:00+00:00,C. Ramos,Cruz Azul,CF Pachuca,2,1,12,7,19,3,4,7
1323533,2025-02-10 03:05:00+00:00,F. Hernández,Guadalajara Chivas,Club Tijuana,2,1,7,5,12,2,5,7
1323788,2025-02-10 00:00:00+00:00,V. Cáceres,U.N.A.M. - Pumas,Mazatlán,1,0,3,5,8,5,4,9
1323534,2025-02-15 03:00:00+00:00,G. Pacheco,Club Tijuana,FC Juarez,1,2,5,4,9,2,1,3
1323535,2025-02-15 03:00:00+00:00,M. Ortíz,Mazatlán,Santos Laguna,1,1,11,8,19,5,2,7
1323536,2025-02-15 23:00:00+00:00,L. Santander,Atlas,Puebla,3,2,7,3,10,3,3,6
1323537,2025-02-15 03:00:00+00:00,Ó. Mejía,Club America,Necaxa,2,3,7,3,10,4,1,5
1323538,2025-02-16 01:00:00+00:00,V. Cáceres,Tigres UANL,Cruz Azul,2,1,6,5,11,6,5,11
1323539,2025-02-16 03:10:00+00:00,J. Lopez,Toluca,Guadalajara Chivas,2,1,5,5,10,1,0,1
1323540,2025-02-16 23:00:00+00:00,F. Hernández,Club Queretaro,Monterrey,2,4,5,3,8,3,2,5
1323541,2025-02-17 01:00:00+00:00,M. Quintero,Atletico San Luis,Leon,1,2,6,3,9,1,2,3
1323789,2025-02-17 01:05:00+00:00,K. Garcia,CF Pachuca,U.N.A.M. - Pumas,2,1,14,5,19,2,0,2
1323551,2025-02-19 03:10:00+00:00,V. Cáceres,Atlas,Necaxa,0,4,8,3,11,3,3,6
1323550,2025-02-20 03:05:00+00:00,J. Lopez,Santos Laguna,Cruz Azul,0,1,7,10,17,2,3,5
1323552,2025-02-20 01:00:00+00:00,C. Ramos,Club America,Leon,1,1,2,2,4,1,4,5
1323542,2025-02-22 01:00:00+00:00,I. Lopez,Necaxa,Mazatlán,3,1,10,4,14,1,3,4
1323543,2025-02-22 03:00:00+00:00,M. Ortíz,Puebla,Club Tijuana,2,0,3,5,8,2,4,6
1323547,2025-02-22 23:00:00+00:00,A. Escobedo,FC Juarez,Toluca,0,4,5,2,7,4,2,6
1323544,2025-02-23 01:00:00+00:00,Ó. Mejía,Leon,Tigres UANL,1,0,4,3,7,2,3,5
1323545,2025-02-23 01:00:00+00:00,D. Quintero,Monterrey,Atletico San Luis,3,1,6,6,12,0,2,2
1323546,2025-02-23 01:05:00+00:00,G. Pacheco,Guadalajara Chivas,CF Pachuca,2,1,2,11,13,6,4,10
1323548,2025-02-23 23:00:00+00:00,M. Quintero,Santos Laguna,Atlas,2,0,6,6,12,2,2,4
1323790,2025-02-23 03:05:00+00:00,F. Hernández,U.N.A.M. - Pumas,Club America,0,2,4,6,10,5,0,5
1323549,2025-02-24 01:05:00+00:00,J. Camacho,Cruz Azul,Club Queretaro,1,0,11,2,13,1,1,2
1323553,2025-02-26 01:00:00+00:00,D. Quintero,Tigres UANL,FC Juarez,0,1,11,1,12,4,5,9
1323554,2025-02-26 03:00:00+00:00,A. Quirarte,Mazatlán,Monterrey,1,0,1,8,9,4,2,6
1323791,2025-02-26 03:00:00+00:00,S. Pérez Villalobos,Club Tijuana,U.N.A.M. - Pumas,4,2,2,11,13,3,1,4
1323555,2025-02-27 01:00:00+00:00,M. Terrazas,CF Pachuca,Puebla,2,1,7,2,9,1,4,5
1323556,2025-02-27 03:00:00+00:00,M. Molina,Toluca,Club Queretaro,5,0,9,4,13,0,3,3
1323557,2025-02-27 03:05:00+00:00,I. Lopez,Atletico San Luis,Guadalajara Chivas,3,1,2,8,10,2,2,4
1323558,2025-03-01 03:00:00+00:00,L. García,Mazatlán,Cruz Azul,1,1,4,2,6,2,4,6
1323560,2025-03-01 23:00:00+00:00,J. Lopez,Club America,Toluca,3,0,4,11,15,2,1,3
1323562,2025-03-01 23:00:00+00:00,L. Santander,FC Juarez,CF Pachuca,2,2,2,7,9,2,6,8
1323559,2025-03-02 01:00:00+00:00,G. Pacheco,Necaxa,Tigres UANL,1,2,5,6,11,2,0,2
1323561,2025-03-02 01:00:00+00:00,I. Lopez,Leon,Club Tijuana,2,1,6,2,8,1,1,2
1323563,2025-03-02 22:00:00+00:00,C. Ramos,Club Queretaro,Puebla,2,0,4,6,10,3,1,4
1323792,2025-03-02 03:10:00+00:00,D. Quintero,U.N.A.M. - Pumas,Guadalajara Chivas,0,1,7,12,19,3,1,4
1323564,2025-03-03 00:00:00+00:00,J. Camacho,Atlas,Atletico San Luis,3,1,5,3,8,0,1,1
1323565,2025-03-03 02:05:00+00:00,A. Escobedo,Monterrey,Santos Laguna,4,2,7,4,11,0,2,2
1323566,2025-03-08 01:00:00+00:00,M. Ortíz,Atletico San Luis,FC Juarez,1,0,6,3,9,1,3,4
1323567,2025-03-08 01:00:00+00:00,I. López,Tigres UANL,Club Queretaro,1,0,5,7,12,1,1,2
1323568,2025-03-08 03:00:00+00:00,V. Cáceres,Puebla,U.N.A.M. - Pumas,1,3,8,6,14,6,3,9
1323569,2025-03-08 23:00:00+00:00,K. Garcia,Toluca,Necaxa,5,2,5,2,7,4,5,9
1323570,2025-03-09 01:05:00+00:00,Ó. Mejía,Cruz Azul,Monterrey,1,1,5,6,11,3,2,5
1323571,2025-03-09 01:00:00+00:00,M. Quintero,CF Pachuca,Mazatlán,1,1,6,1,7,2,3,5
1323572,2025-03-09 03:05:00+00:00,A. Escobedo,Guadalajara Chivas,Club America,0,0,4,5,9,5,1,6
1323573,2025-03-09 23:00:00+00:00,G. Pacheco,Santos Laguna,Leon,2,1,3,3,6,4,5,9
1323574,2025-03-10 03:00:00+00:00,F. Hernández,Club Tijuana,Atlas,3,4,6,9,15,4,2,6
1323575,2025-03-15 01:00:00+00:00,L. Santander,Club Queretaro,Mazatlán,1,0,2,14,16,5,7,12
